EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
4432,21,1,No,21.86,40,Salary,45468.8,75,Manufacturing,Female,Single,3.0,15.0,Mail Check,Yes
4436,59,16,Yes,67.02,40,Salary,139401.6,47,Research,Male,Married,2.0,20.0,Direct Deposit,Yes
4450,46,13,No,34.31,40,Salary,71364.8,99,Research,Male,Single,9.0,5.0,Mail Check,Yes
4454,26,3,No,22.6,40,Salary,47008.0,87,Manufacturing,Female,Single,1.0,25.0,Mail Check,Yes
4455,31,3,Yes,24.27,40,Salary,50481.6,1,Laboratory,Female,Divorced,2.0,24.0,Direct Deposit,Yes
4458,46,16,Yes,68.87,40,Salary,143249.6,6,Research,Female,Married,9.0,7.0,Mail Check,Yes
4460,56,13,Yes,74.82,40,Salary,155625.6,83,Sales,Female,Divorced,7.0,12.0,Mail Check,Yes
4463,39,10,No,43.77,40,Salary,91041.6,51,Healthcare,Male,Married,2.0,14.0,Direct Deposit,Yes
4465,41,10,No,64.99,40,Salary,135179.2,12,Information Technology,Female,Married,2.0,23.0,Mail Check,Yes
4468,59,13,Yes,47.03,40,Salary,97822.4,37,Research,Female,Married,6.0,16.0,Mail Check,Yes
4470,32,1,Yes,30.49,40,Salary,63433.2,84,Human Resources,Male,Single,1.0,24.0,Mail Check,Yes
4472,36,8,Yes,26.55,40,Salary,55224.0,52,Information Technology,Female,Single,3.0,12.0,Mail Check,Yes
4473,57,10,Yes,31.78,40,Salary,66102.4,25,Sales,Female,Married,3.0,13.0,Mail Check,Yes
4476,39,3,No,28.86,40,Salary,60028.8,14,Research,Female,Single,2.0,23.0,Direct Deposit,Yes
4478,56,10,Yes,60.83,40,Salary,126526.4,0,Research,Male,Married,2.0,14.0,Mail Check,Yes
4479,52,12,Yes,33.7,40,Salary,70096.0,98,Manufacturing,Male,Married,6.0,20.0,Mail Check,Yes
4481,56,6,Yes,63.32,40,Salary,131705.6,77,Marketing,Female,Divorced,6.0,21.0,Direct Deposit,Yes
4485,57,11,No,80.71,40,Salary,167876.8,41,Manufacturing,Female,Divorced,4.0,5.0,Mail Check,Yes
4492,36,7,Yes,72.95,40,Salary,151736.0,80,Sales,Prefer Not to Answer,Married,5.0,12.0,Mail Check,Yes
4494,50,16,Yes,77.11,40,Salary,160388.8,89,Human Resources,Female,Divorced,1.0,17.0,Mail Check,Yes
4498,43,4,Yes,40.84,40,Salary,84947.2,9,Laboratory,Female,Single,6.0,10.0,Mail Check,Yes
4501,57,8,No,69.53,40,Salary,144622.4,28,Research,Female,Divorced,1.0,5.0,Direct Deposit,Yes
4504,22,1,Yes,20.68,40,Salary,43014.4,47,Sales,Male,Single,1.0,10.0,Mail Check,Yes
4505,25,3,Yes,22.17,40,Salary,46113.6,52,Marketing,Male,Married,1.0,20.0,Mail Check,Yes
4509,52,20,Yes,40.39,40,Salary,84011.2,53,Marketing,Male,Divorced,2.0,13.0,Mail Check,Yes
4510,40,6,No,27.7,40,Salary,57616.0,31,Information Technology,Female,Married,6.0,20.0,Mail Check,Yes
4511,24,1,No,20.81,40,Salary,43284.8,70,Sales,Female,Married,1.0,9.0,Mail Check,Yes
4514,59,17,No,54.47,40,Salary,113297.6,97,Sales,Female,Divorced,1.0,24.0,Direct Deposit,Yes
4516,40,10,No,33.77,40,Salary,70241.6,55,Research,Male,Married,8.0,24.0,Mail Check,Yes
4518,37,8,Yes,79.42,40,Salary,165333.6,44,Manufacturing,Female,Divorced,5.0,10.0,Mail Check,Yes
4522,38,6,No,61.23,40,Salary,127358.4,85,Marketing,Female,Married,5.0,12.0,Mail Check,Yes
4527,51,19,No,36.21,40,Salary,75316.8,36,Sales,Female,Divorced,9.0,9.0,Mail Check,Yes
4532,54,16,No,39.64,40,Salary,82451.2,78,Human Resources,Male,Divorced,6.0,15.0,Direct Deposit,Yes
4534,31,4,Yes,28.88,40,Salary,60070.4,24,Laboratory,Female,Married,2.0,16.0,Mail Check,Yes
4536,57,5,No,39.47,40,Salary,82097.6,29,Research,Male,Divorced,9.0,11.0,Mail Check,Yes
4539,58,19,No,55.84,40,Salary,116147.2,63,Research,Female,Divorced,7.0,9.0,Mail Check,Yes
4540,43,10,No,71.92,40,Salary,149593.6,16,Sales,Female,Married,1.0,6.0,Mail Check,Yes
4541,37,3,No,33.76,40,Salary,70220.8,96,Sales,Male,Single,4.0,21.0,Mail Check,Yes
4544,34,3,No,29.87,40,Salary,62129.6,1,Research,Male,Married,6.0,24.0,Mail Check,Yes
4545,39,6,Yes,31.04,40,Salary,64563.2,78,Information Technology,Male,Married,1.0,22.0,Mail Check,Yes
4551,59,19,No,39.88,40,Salary,82950.4,76,Research,Female,Single,6.0,7.0,Mail Check,Yes
4555,58,14,No,81.28,40,Salary,169062.4,47,Information Technology,Female,Divorced,4.0,14.0,Mail Check,Yes
4559,36,5,No,78.73,40,Salary,163758.4,43,Healthcare,Female,Married,3.0,8.0,Mail Check,Yes
4560,32,7,Yes,29.81,40,Salary,62004.8,77,Sales,Male,Married,3.0,24.0,Mail Check,Yes
4561,42,3,No,81.22,40,Salary,168937.6,59,Healthcare,Female,Divorced,1.0,24.0,Mail Check,Yes
4562,39,10,No,30.73,40,Salary,63928.4,10,Human Resources,Female,Married,4.0,13.0,Mail Check,Yes
4563,44,7,No,32.21,40,Salary,66996.8,36,Human Resources,Male,Single,4.0,11.0,Mail Check,Yes
4569,32,8,Yes,29.0,40,Salary,60320.0,45,Marketing,Male,Divorced,2.0,25.0,Mail Check,Yes
4570,38,8,No,49.4,40,Salary,102752.0,6,Marketing,Female,Married,2.0,20.0,Mail Check,Yes
4573,37,5,Yes,81.81,40,Salary,170164.8,63,Sales,Female,Divorced,3.0,11.0,Mail Check,Yes
4575,53,14,No,76.04,40,Salary,158163.2,72,Research,Female,Married,6.0,10.0,Direct Deposit,Yes
4577,50,13,No,44.13,40,Salary,91790.4,69,Manufacturing,Male,Married,6.0,9.0,Mail Check,Yes
4578,38,6,Yes,86.44,40,Salary,179795.2,58,Marketing,Female,Married,1.0,21.0,Direct Deposit,Yes
4580,53,5,No,85.13,40,Salary,177070.4,71,Sales,Male,Married,6.0,9.0,Mail Check,Yes
4582,40,5,Yes,40.82,40,Salary,84905.6,33,Research,Male,Divorced,1.0,14.0,Mail Check,Yes
4584,31,3,Yes,26.39,40,Salary,54891.2,4,Manufacturing,Female,Single,3.0,15.0,Mail Check,Yes
4586,23,1,No,21.62,40,Salary,44969.6,44,Sales,Female,Married,1.0,5.0,Mail Check,Yes
4588,60,9,Yes,64.78,40,Salary,134742.4,74,Research,Female,Divorced,3.0,10.0,Mail Check,Yes
4589,31,3,No,26.02,40,Salary,54121.6,32,Research,Female,Divorced,2.0,13.0,Mail Check,Yes
4596,39,2,Yes,75.73,40,Salary,157528.4,86,Research,Female,Married,8.0,9.0,Mail Check,Yes
4598,36,4,No,72.08,40,Salary,149926.4,86,Research,Female,Married,5.0,8.0,Mail Check,Yes
4599,39,3,Yes,55.85,40,Salary,116168.0,1,Sales,Male,Divorced,3.0,6.0,Mail Check,Yes
4600,54,19,No,35.54,40,Salary,73923.2,13,Human Resources,Female,Married,1.0,12.0,Direct Deposit,Yes
4603,36,10,No,32.99,40,Salary,68633.2,88,Sales,Male,Married,4.0,16.0,Direct Deposit,Yes
4605,53,10,Yes,54.05,40,Salary,112424.0,22,Research,Male,Married,8.0,18.0,Mail Check,Yes
4608,41,4,No,53.32,40,Salary,110905.6,44,Research,Female,Divorced,4.0,7.0,Mail Check,Yes
4609,53,16,Yes,42.51,40,Salary,88420.8,13,Marketing,Male,Divorced,9.0,23.0,Direct Deposit,Yes
4610,54,16,Yes,39.16,40,Salary,81452.8,47,Healthcare,Female,Married,6.0,20.0,Mail Check,Yes
4614,35,7,No,30.47,40,Salary,63377.6,59,Laboratory,Male,Single,6.0,16.0,Mail Check,Yes
4617,55,18,No,59.84,40,Salary,124467.2,93,Sales,Female,Married,2.0,19.0,Mail Check,Yes
4618,58,20,Yes,33.53,40,Salary,69742.4,77,Information Technology,Female,Single,5.0,22.0,Mail Check,Yes
4619,49,14,Yes,79.99,40,Salary,166379.2,89,Sales,Prefer Not to Answer,Divorced,6.0,21.0,Mail Check,Yes
4620,53,19,No,31.23,40,Salary,64958.4,87,Research,Male,Divorced,2.0,13.0,Mail Check,Yes
4623,45,12,No,61.52,40,Salary,127961.6,16,Research,Female,Divorced,1.0,15.0,Mail Check,Yes
4625,36,6,Yes,72.96,40,Salary,151756.8,81,Sales,Female,Divorced,5.0,14.0,Mail Check,Yes
4626,36,5,Yes,69.97,40,Salary,145537.6,28,Marketing,Female,Divorced,6.0,22.0,Mail Check,Yes
4631,52,9,No,52.43,40,Salary,109054.4,5,Sales,Female,Divorced,8.0,8.0,Mail Check,Yes
4632,40,8,No,26.23,40,Salary,54558.4,78,Manufacturing,Female,Married,7.0,14.0,Mail Check,Yes
4636,53,6,No,39.16,40,Salary,81452.8,9,Sales,Female,Married,8.0,18.0,Mail Check,Yes
4638,56,15,Yes,71.25,40,Salary,148200.0,36,Information Technology,Female,Married,7.0,14.0,Mail Check,Yes
4640,37,2,No,38.2,40,Salary,79456.0,55,Human Resources,Female,Divorced,6.0,24.0,Mail Check,Yes
4641,25,3,No,22.35,40,Salary,46488.0,1,Sales,Male,Married,1.0,23.0,Mail Check,Yes
4648,56,14,No,72.81,40,Salary,151444.8,75,Healthcare,Female,Divorced,5.0,15.0,Mail Check,Yes
4649,48,13,No,57.57,40,Salary,133745.6,40,Laboratory,Female,Married,8.0,16.0,Direct Deposit,Yes
4650,39,2,No,74.44,40,Salary,154835.2,29,Laboratory,Male,Divorced,4.0,6.0,Mail Check,Yes
4652,54,16,No,44.88,40,Salary,93350.4,66,Information Technology,Female,Married,1.0,5.0,Mail Check,Yes
4653,37,10,Yes,36.09,40,Salary,75067.2,41,Sales,Female,Married,4.0,6.0,Direct Deposit,Yes
4654,48,16,Yes,64.65,40,Salary,134472.0,88,Research,Male,Married,1.0,23.0,Direct Deposit,Yes
4657,38,2,Yes,38.56,40,Salary,80204.8,36,Manufacturing,Female,Divorced,3.0,24.0,Mail Check,Yes
4658,52,15,No,31.24,40,Salary,64979.2,21,Information Technology,Male,Divorced,2.0,14.0,Mail Check,Yes
4662,44,18,Yes,50.46,40,Salary,104956.8,58,Healthcare,Female,Married,8.0,24.0,Mail Check,Yes
4664,30,2,Yes,27.27,40,Salary,56721.6,42,Healthcare,Male,Single,3.0,12.0,Mail Check,Yes
4665,48,13,No,44.66,40,Salary,92892.8,96,Marketing,Female,Divorced,6.0,12.0,Mail Check,Yes
4666,57,13,Yes,43.76,40,Salary,91020.8,3,Research,Male,Divorced,5.0,17.0,Mail Check,Yes
4670,57,15,Yes,72.85,40,Salary,151528.0,22,Marketing,Female,Divorced,8.0,17.0,Mail Check,Yes
4671,57,18,No,40.37,40,Salary,83969.6,26,Manufacturing,Male,Single,3.0,8.0,Mail Check,Yes
4672,50,16,No,73.8,40,Salary,153504.0,82,Healthcare,Female,Married,8.0,5.0,Mail Check,Yes
4674,61,9,Yes,39.93,40,Salary,83054.4,89,Healthcare,Male,Married,5.0,8.0,Mail Check,Yes
4680,51,13,No,36.0,40,Salary,74880.0,12,Research,Male,Single,8.0,17.0,Mail Check,Yes
4681,33,7,No,30.33,40,Salary,62795.2,3,Laboratory,Female,Single,2.0,23.0,Direct Deposit,Yes
4682,55,11,No,56.54,40,Salary,117603.2,78,Information Technology,Male,Married,9.0,11.0,Mail Check,Yes
4686,38,10,No,57.22,40,Salary,133017.6,27,Marketing,Male,Married,3.0,10.0,Mail Check,Yes
4689,33,5,Yes,30.14,40,Salary,62691.2,65,Sales,Female,Divorced,1.0,14.0,Mail Check,Yes
4690,39,8,Yes,37.33,40,Salary,77646.4,90,Human Resources,Male,Married,8.0,20.0,Direct Deposit,Yes
4691,51,9,No,73.98,40,Salary,153878.4,31,Marketing,Female,Divorced,9.0,25.0,Direct Deposit,Yes
4694,34,10,No,24.04,40,Salary,50003.2,93,Sales,Male,Divorced,1.0,5.0,Mail Check,Yes
4697,37,5,Yes,33.51,40,Salary,69700.8,93,Research,Female,Single,4.0,7.0,Mail Check,Yes
4698,36,3,No,30.28,40,Salary,62982.4,29,Research,Female,Divorced,6.0,8.0,Mail Check,Yes
4700,38,1,Yes,52.76,40,Salary,109740.8,94,Research,Female,Divorced,4.0,25.0,Mail Check,Yes
4701,34,3,Yes,26.58,40,Salary,55286.4,46,Marketing,Female,Single,4.0,22.0,Mail Check,Yes
4702,57,6,Yes,55.42,40,Salary,115273.6,11,Healthcare,Male,Divorced,1.0,17.0,Mail Check,Yes
4704,35,3,No,28.1,40,Salary,58448.0,82,Information Technology,Female,Single,3.0,12.0,Direct Deposit,Yes
4706,31,3,No,31.01,40,Salary,64500.8,71,Research,Female,Single,2.0,8.0,Mail Check,Yes
4709,56,8,No,40.53,40,Salary,84302.4,65,Sales,Male,Single,9.0,5.0,Direct Deposit,Yes
4713,43,6,No,41.69,40,Salary,86715.2,77,Research,Female,Married,6.0,10.0,Mail Check,Yes
4714,41,1,Yes,60.52,40,Salary,125881.6,34,Sales,Female,Divorced,4.0,23.0,Direct Deposit,Yes
4715,41,10,No,31.98,40,Salary,66528.4,44,Healthcare,Female,Married,3.0,23.0,Mail Check,Yes
4716,52,8,Yes,55.01,40,Salary,114420.8,47,Research,Female,Divorced,7.0,25.0,Mail Check,Yes
4717,50,11,No,48.51,40,Salary,100900.8,87,Research,Male,Divorced,7.0,21.0,Direct Deposit,Yes
4718,45,18,No,37.45,40,Salary,77896.0,29,Sales,Female,Married,2.0,16.0,Direct Deposit,Yes
4721,44,15,Yes,36.07,40,Salary,75025.6,85,Laboratory,Female,Divorced,6.0,5.0,Mail Check,Yes
4722,39,2,Yes,29.8,40,Salary,63384.0,37,Manufacturing,Male,Married,1.0,16.0,Mail Check,Yes
4723,49,18,No,64.27,40,Salary,133681.6,2,Sales,Female,Married,2.0,14.0,Mail Check,Yes
4728,34,4,Yes,25.38,40,Salary,52790.4,79,Research,Male,Divorced,3.0,12.0,Direct Deposit,Yes
4729,53,20,Yes,31.5,40,Salary,65520.0,6,Healthcare,Male,Single,3.0,24.0,Direct Deposit,Yes
4730,39,3,Yes,96.32,40,Salary,200345.6,7,Laboratory,Female,Divorced,4.0,11.0,Direct Deposit,Yes
4731,37,1,No,69.65,40,Salary,144872.0,57,Healthcare,Male,Divorced,1.0,6.0,Mail Check,Yes
4732,54,7,Yes,33.59,40,Salary,40747.2,89,Laboratory,Female,Single,9.0,5.0,Direct Deposit,Yes
4734,28,2,Yes,22.84,40,Salary,47507.2,50,Information Technology,Male,Single,3.0,13.0,Mail Check,Yes
4736,45,16,Yes,63.26,40,Salary,131580.8,80,Research,Male,Divorced,8.0,7.0,Mail Check,Yes
4738,55,16,Yes,50.21,40,Salary,104436.8,48,Healthcare,Male,Married,8.0,9.0,Mail Check,Yes
4739,41,8,No,48.95,40,Salary,102816.0,73,Research,Female,Married,1.0,8.0,Mail Check,Yes
4745,47,16,Yes,34.2,40,Salary,71136.0,33,Manufacturing,Male,Married,6.0,12.0,Mail Check,Yes
4747,37,1,No,75.34,40,Salary,156707.2,74,Information Technology,Female,Divorced,3.0,22.0,Direct Deposit,Yes
4750,37,7,Yes,67.85,40,Salary,141128.0,73,Human Resources,Female,Divorced,2.0,12.0,Direct Deposit,Yes
4754,37,9,No,84.55,40,Salary,175864.0,35,Laboratory,Male,Married,6.0,17.0,Direct Deposit,Yes
4757,58,18,No,77.63,40,Salary,161470.4,82,Sales,Female,Divorced,5.0,21.0,Mail Check,Yes
4758,55,5,No,33.33,40,Salary,69326.4,41,Healthcare,Male,Divorced,9.0,10.0,Mail Check,Yes
4761,48,17,Yes,57.01,40,Salary,128580.8,62,Sales,Female,Divorced,7.0,13.0,Mail Check,Yes
4762,52,7,No,38.91,40,Salary,80932.8,98,Sales,Male,Married,5.0,23.0,Mail Check,Yes
4765,48,19,Yes,66.45,40,Salary,138216.0,35,Information Technology,Female,Married,7.0,12.0,Mail Check,Yes
4768,36,1,No,30.65,40,Salary,63752.0,44,Healthcare,Male,Married,3.0,14.0,Mail Check,Yes
4772,41,10,Yes,32.31,40,Salary,67204.8,28,Sales,Male,Single,9.0,10.0,Mail Check,Yes
4773,39,6,No,33.9,40,Salary,70512.0,97,Sales,Male,Single,5.0,7.0,Mail Check,Yes
4775,47,10,Yes,35.91,40,Salary,74692.8,93,Healthcare,Female,Divorced,5.0,19.0,Mail Check,Yes
4780,52,13,No,53.28,40,Salary,110614.4,55,Human Resources,Female,Married,1.0,10.0,Mail Check,Yes
4782,36,4,Yes,83.76,40,Salary,174220.8,33,Healthcare,Male,Married,4.0,14.0,Direct Deposit,Yes
4783,40,4,Yes,40.04,40,Salary,83283.2,83,Sales,Male,Single,8.0,18.0,Mail Check,Yes
4792,55,7,No,33.58,40,Salary,69846.4,46,Laboratory,Male,Married,1.0,8.0,Mail Check,Yes
4795,58,5,No,84.28,40,Salary,175094.4,87,Sales,Female,Divorced,7.0,21.0,Mail Check,Yes
4796,34,3,Yes,29.13,40,Salary,60590.4,8,Sales,Male,Married,1.0,15.0,Mail Check,Yes
4797,52,9,No,34.33,40,Salary,71406.4,95,Marketing,Male,Single,7.0,5.0,Mail Check,Yes
4798,58,18,No,72.26,40,Salary,150300.8,26,Information Technology,Female,Divorced,3.0,15.0,Mail Check,Yes
4800,37,3,No,31.62,40,Salary,65769.6,35,Research,Female,Divorced,6.0,9.0,Mail Check,Yes
4801,39,6,No,53.67,40,Salary,111633.6,56,Sales,Male,Married,2.0,25.0,Direct Deposit,Yes
4802,37,4,Yes,28.64,40,Salary,59571.2,3,Research,Female,Married,2.0,14.0,Mail Check,Yes
4806,50,19,No,63.9,40,Salary,132912.0,87,Laboratory,Male,Divorced,6.0,23.0,Mail Check,Yes
4808,55,14,No,63.37,40,Salary,132809.6,17,Marketing,Female,Married,6.0,10.0,Direct Deposit,Yes
4811,55,5,No,75.69,40,Salary,157435.2,54,Manufacturing,Female,Divorced,6.0,19.0,Mail Check,Yes
4812,59,13,Yes,39.24,40,Salary,81633.2,37,Sales,Male,Single,6.0,18.0,Direct Deposit,Yes
4813,37,8,No,84.77,40,Salary,176321.6,85,Research,Female,Divorced,1.0,8.0,Mail Check,Yes
4814,37,6,Yes,33.89,40,Salary,70491.2,77,Research,Male,Married,5.0,20.0,Mail Check,Yes
4815,61,15,Yes,97.08,40,Salary,203326.4,14,Sales,Female,Divorced,7.0,10.0,Direct Deposit,Yes
4818,22,1,Yes,21.33,40,Salary,44366.4,39,Sales,Male,Single,3.0,8.0,Mail Check,Yes
4821,53,6,No,44.28,40,Salary,92894.4,13,Research,Male,Divorced,9.0,15.0,Mail Check,Yes
4822,21,1,No,17.79,40,Salary,37003.2,89,Information Technology,Female,Single,1.0,12.0,Direct Deposit,Yes
4825,50,17,No,37.51,40,Salary,78020.8,56,Laboratory,Female,Divorced,1.0,25.0,Mail Check,Yes
4826,44,6,No,43.35,40,Salary,90168.0,94,Human Resources,Male,Married,6.0,5.0,Mail Check,Yes
4827,48,5,No,76.35,40,Salary,158808.0,77,Human Resources,Male,Married,1.0,11.0,Mail Check,Yes
4828,43,4,Yes,43.68,40,Salary,90854.4,77,Information Technology,Female,Divorced,8.0,13.0,Mail Check,Yes
4830,39,6,Yes,58.41,40,Salary,121492.8,27,Sales,Female,Married,3.0,8.0,Mail Check,Yes
4832,37,2,No,53.38,40,Salary,111030.4,23,Healthcare,Female,Married,3.0,18.0,Mail Check,Yes
4833,42,1,Yes,59.61,40,Salary,123988.8,81,Human Resources,Female,Divorced,3.0,18.0,Mail Check,Yes
4836,37,9,Yes,81.75,40,Salary,170040.0,72,Research,Female,Divorced,5.0,14.0,Mail Check,Yes
4841,44,8,No,38.28,40,Salary,79622.4,68,Marketing,Male,Single,3.0,19.0,Mail Check,Yes
4842,33,1,Yes,24.5,40,Salary,50960.0,79,Manufacturing,Female,Divorced,2.0,14.0,Direct Deposit,Yes
4844,36,6,Yes,39.63,40,Salary,82430.4,81,Human Resources,Female,Married,1.0,11.0,Mail Check,Yes
4846,56,7,Yes,32.48,40,Salary,67558.4,87,Sales,Male,Married,5.0,10.0,Mail Check,Yes
4849,38,5,No,45.21,40,Salary,94036.8,27,Manufacturing,Female,Married,4.0,16.0,Mail Check,Yes
4850,53,10,Yes,32.76,40,Salary,68140.8,28,Human Resources,Female,Married,6.0,10.0,Direct Deposit,Yes
4852,43,1,No,83.46,40,Salary,173596.8,8,Information Technology,Male,Married,3.0,24.0,Mail Check,Yes
4853,59,11,No,65.6,40,Salary,136448.0,26,Marketing,Female,Divorced,5.0,17.0,Mail Check,Yes
4854,55,8,Yes,31.25,40,Salary,65000.0,42,Manufacturing,Male,Single,4.0,13.0,Mail Check,Yes
4858,42,5,No,46.94,40,Salary,97635.2,67,Sales,Male,Married,2.0,5.0,Mail Check,Yes
4865,38,6,No,49.11,40,Salary,102148.8,54,Information Technology,Male,Married,5.0,22.0,Mail Check,Yes
4869,59,13,Yes,97.86,40,Salary,203548.8,12,Sales,Female,Single,2.0,16.0,Direct Deposit,No
4871,55,16,No,65.95,40,Salary,137176.0,3,Marketing,Prefer Not to Answer,Married,6.0,15.0,Direct Deposit,Yes
4872,36,4,Yes,26.33,40,Salary,54475.2,56,Research,Female,Married,6.0,6.0,Mail Check,Yes
4875,46,20,Yes,37.44,40,Salary,77875.2,93,Healthcare,Female,Single,7.0,14.0,Mail Check,Yes
4876,34,5,Yes,24.59,40,Salary,51147.2,37,Research,Female,Divorced,4.0,21.0,Mail Check,Yes
4877,44,9,Yes,57.74,40,Salary,120099.2,37,Research,Female,Divorced,5.0,22.0,Mail Check,Yes
4878,42,3,No,60.16,40,Salary,125132.8,34,Information Technology,Female,Married,8.0,17.0,Mail Check,Yes
4879,41,1,No,74.32,40,Salary,154585.6,78,Manufacturing,Male,Divorced,8.0,12.0,Direct Deposit,Yes
4889,58,15,No,80.33,40,Salary,167086.4,71,Manufacturing,Male,Divorced,1.0,15.0,Mail Check,Yes
4894,42,1,No,76.38,40,Salary,158870.4,1,Sales,Prefer Not to Answer,Married,9.0,16.0,Direct Deposit,Yes
4895,57,10,Yes,35.85,40,Salary,74568.0,23,Healthcare,Male,Married,6.0,12.0,Mail Check,Yes
4897,33,8,No,29.88,40,Salary,62150.4,9,Research,Male,Divorced,2.0,15.0,Mail Check,Yes
4899,43,3,No,97.24,40,Salary,202259.2,81,Manufacturing,Female,Divorced,6.0,17.0,Mail Check,Yes
4901,51,6,Yes,82.84,40,Salary,172307.2,83,Marketing,Female,Married,9.0,25.0,Mail Check,Yes
4904,59,16,No,45.87,40,Salary,95409.6,84,Research,Male,Married,7.0,23.0,Mail Check,Yes
4907,37,7,No,36.78,40,Salary,76502.4,3,Marketing,Male,Single,5.0,6.0,Mail Check,Yes
4911,59,7,No,43.87,40,Salary,91249.6,52,Sales,Female,Married,8.0,20.0,Mail Check,Yes
4913,56,19,No,60.71,40,Salary,126276.8,7,Manufacturing,Female,Divorced,6.0,18.0,Mail Check,Yes
4914,58,5,No,44.44,40,Salary,92435.2,84,Research,Male,Divorced,9.0,17.0,Direct Deposit,Yes
4918,29,4,Yes,23.05,40,Salary,47944.0,50,Research,Male,Single,2.0,10.0,Mail Check,Yes
4919,36,5,Yes,76.01,40,Salary,158100.8,50,Human Resources,Female,Married,3.0,6.0,Mail Check,Yes
4920,39,6,No,79.83,40,Salary,166046.4,64,Marketing,Female,Divorced,4.0,12.0,Mail Check,Yes
4925,42,8,No,96.77,40,Salary,201281.6,26,Healthcare,Female,Divorced,1.0,13.0,Direct Deposit,Yes
4926,49,9,No,34.3,40,Salary,71344.0,83,Research,Female,Single,2.0,20.0,Mail Check,Yes
4929,51,16,No,53.33,40,Salary,110926.4,95,Research,Female,Divorced,5.0,16.0,Mail Check,Yes
4930,46,19,Yes,55.7,40,Salary,115856.0,36,Healthcare,Female,Divorced,6.0,16.0,Direct Deposit,Yes
4931,51,7,No,32.49,40,Salary,67579.2,61,Sales,Male,Married,9.0,23.0,Mail Check,Yes
4934,40,9,No,59.17,40,Salary,123073.6,63,Human Resources,Male,Married,6.0,22.0,Mail Check,Yes
4944,54,9,No,56.98,40,Salary,128528.4,68,Manufacturing,Female,Married,8.0,13.0,Mail Check,Yes
4945,31,3,Yes,31.14,40,Salary,64771.2,95,Sales,Male,Married,2.0,24.0,Mail Check,Yes
4946,49,19,Yes,67.13,40,Salary,139630.4,27,Laboratory,Female,Married,7.0,11.0,Direct Deposit,Yes
4947,58,19,No,47.48,40,Salary,98758.4,79,Research,Female,Married,5.0,5.0,Mail Check,Yes
4949,51,20,Yes,52.56,40,Salary,109324.8,21,Sales,Female,Married,1.0,11.0,Mail Check,Yes
4950,41,5,No,57.35,40,Salary,133288.0,39,Laboratory,Male,Divorced,1.0,9.0,Direct Deposit,Yes
4952,44,14,Yes,56.39,40,Salary,117291.2,99,Laboratory,Male,Married,2.0,11.0,Mail Check,Yes
4953,55,15,No,76.17,40,Salary,158433.6,5,Manufacturing,Male,Divorced,7.0,10.0,Direct Deposit,Yes
4954,43,8,No,39.81,40,Salary,82804.8,21,Manufacturing,Female,Divorced,9.0,5.0,Mail Check,Yes
4957,58,6,Yes,65.22,40,Salary,135657.6,96,Sales,Female,Divorced,8.0,12.0,Mail Check,Yes
4961,36,8,No,47.02,40,Salary,97801.6,99,Healthcare,Male,Divorced,4.0,19.0,Mail Check,Yes
4962,52,8,No,40.14,40,Salary,83491.2,48,Sales,Female,Married,6.0,24.0,Mail Check,Yes
4963,26,3,No,21.91,40,Salary,45572.8,57,Sales,Female,Single,2.0,11.0,Direct Deposit,Yes
4964,23,1,No,20.13,40,Salary,42870.4,88,Healthcare,Male,Single,2.0,13.0,Direct Deposit,Yes
4965,52,11,Yes,62.29,40,Salary,129563.2,36,Marketing,Female,Divorced,6.0,13.0,Direct Deposit,Yes
4967,46,18,No,33.35,40,Salary,40248.0,58,Information Technology,Female,Single,8.0,23.0,Mail Check,Yes
4971,60,17,Yes,35.23,40,Salary,73278.4,5,Sales,Male,Divorced,5.0,24.0,Mail Check,Yes
4974,38,1,No,62.79,40,Salary,130603.2,26,Information Technology,Female,Married,2.0,10.0,Mail Check,Yes
4977,57,10,Yes,33.97,40,Salary,41537.6,40,Healthcare,Female,Single,7.0,10.0,Direct Deposit,Yes
4978,48,20,Yes,51.22,40,Salary,106537.6,5,Sales,Male,Married,2.0,7.0,Mail Check,Yes
4979,58,11,No,82.55,40,Salary,171704.0,22,Healthcare,Female,Married,8.0,24.0,Mail Check,Yes
4982,56,13,Yes,33.04,40,Salary,68723.2,7,Sales,Male,Single,6.0,18.0,Direct Deposit,Yes
4983,41,1,Yes,74.44,40,Salary,154835.2,72,Laboratory,Female,Divorced,3.0,10.0,Mail Check,Yes
4986,31,7,No,25.05,40,Salary,52104.0,46,Manufacturing,Male,Married,2.0,13.0,Mail Check,Yes
4987,54,20,Yes,57.34,40,Salary,133267.2,8,Laboratory,Male,Married,1.0,21.0,Mail Check,Yes
4988,53,11,No,82.95,40,Salary,172536.0,61,Research,Female,Divorced,5.0,21.0,Mail Check,Yes
4989,31,2,No,29.76,40,Salary,63300.8,34,Manufacturing,Female,Single,1.0,22.0,Direct Deposit,Yes
4991,26,3,No,20.5,40,Salary,42640.0,94,Laboratory,Male,Single,1.0,16.0,Mail Check,Yes
4993,38,3,Yes,81.36,40,Salary,169228.8,15,Marketing,Male,Married,1.0,12.0,Mail Check,Yes
